scene; time;comfort;INV1;REAL1;SP4;REAL2;REAL3;SP3;INV2;G1;SP1;SP5;INV3;REAL4;SP2;INV4
0;12/3/2024 3:55:15 PM;4;1;1;0;0;0;0;0;0;1;1;2;3;2;1
