timestamp;leftHandX;leftHandY;leftHandZ;rightHandX;rightHandY;rightHandZ
1/26/2025 6:17:13 PM;-0.695;1.791;2.536;-0.695;1.791;2.536
1/26/2025 6:17:15 PM;-0.3149001;1.672439;2.763991;-0.3281818;1.674341;2.49351
1/26/2025 6:17:16 PM;-0.3149001;1.672439;2.763991;-0.3281825;1.674341;2.49351
1/26/2025 6:17:17 PM;-0.695;1.791;2.536;-0.695;1.791;2.536
1/26/2025 6:17:18 PM;-0.695;1.791;2.536;-0.815983;1.877844;2.465804
1/26/2025 6:17:19 PM;-0.9205228;1.30171;2.829904;-0.7931057;1.863962;2.439928
1/26/2025 6:17:20 PM;-0.5997304;0.699044;2.797941;-0.4501865;1.263256;2.368
1/26/2025 6:17:21 PM;-0.6047689;0.715152;2.793324;-0.4938872;1.300851;2.329047
1/26/2025 6:17:22 PM;-0.6072584;0.7095888;2.796097;-0.7720024;1.479059;2.032735
1/26/2025 6:17:23 PM;-0.6081875;0.7211161;2.795782;-0.695;1.791;2.536
1/26/2025 6:17:24 PM;-0.606073;0.7110597;2.799624;-0.3277073;1.548251;2.267103
1/26/2025 6:17:25 PM;-0.6056683;0.7017137;2.801061;0.3979387;1.200827;2.059149
1/26/2025 6:17:26 PM;-0.6065385;0.7032481;2.801764;0.3989941;1.204463;2.101351
1/26/2025 6:17:27 PM;-0.6028357;0.7114375;2.797241;-0.4508944;1.822972;2.110701
1/26/2025 6:17:28 PM;-0.6092058;0.7095954;2.801027;-0.695;1.791;2.536
1/26/2025 6:17:29 PM;-0.6441846;1.009626;2.745888;-0.695;1.791;2.536
1/26/2025 6:17:30 PM;-0.5096743;1.332765;2.768767;-0.4604383;1.333367;2.257997
1/26/2025 6:17:31 PM;-0.5628971;1.376985;2.876636;-0.5227894;1.386233;2.158095
1/26/2025 6:17:32 PM;-0.5831087;1.378031;2.777445;-0.4921554;1.35145;2.234023
1/26/2025 6:17:33 PM;-0.5567776;1.341924;2.802218;-0.695;1.791;2.536
1/26/2025 6:17:34 PM;-0.5959673;1.363018;2.775151;-0.5145063;1.315071;2.210974
1/26/2025 6:17:35 PM;-0.5782429;1.362008;2.859965;-0.523149;1.325477;2.273988
1/26/2025 6:17:36 PM;-0.695;1.791;2.536;-0.4836111;1.271718;2.296324
1/26/2025 6:17:37 PM;-0.695;1.791;2.536;-0.5068711;1.310452;2.260334
1/26/2025 6:17:38 PM;-0.695;1.791;2.536;-0.4878924;1.290162;2.2542
1/26/2025 6:17:39 PM;-0.695;1.791;2.536;-0.4519916;1.270869;2.241324
1/26/2025 6:17:40 PM;-0.695;1.791;2.536;0.3624529;1.181031;2.152101
1/26/2025 6:17:41 PM;-0.695;1.791;2.536;0.03205264;1.308997;2.089214
1/26/2025 6:17:42 PM;-0.695;1.791;2.536;-0.07624036;1.061703;2.095118
1/26/2025 6:17:43 PM;-0.695;1.791;2.536;-0.1030337;1.059133;2.11729
1/26/2025 6:17:44 PM;-0.695;1.791;2.536;-0.1012032;1.065452;2.114929
1/26/2025 6:17:45 PM;-0.695;1.791;2.536;-0.09583873;1.055806;2.109609
1/26/2025 6:17:46 PM;-0.695;1.791;2.536;-0.100974;1.055127;2.111921
1/26/2025 6:17:47 PM;-0.695;1.791;2.536;-0.09974521;1.058231;2.107617
1/26/2025 6:17:48 PM;-0.695;1.791;2.536;-0.1018223;1.057317;2.120021
1/26/2025 6:17:49 PM;-0.695;1.791;2.536;-0.1030208;1.054445;2.122938
timestamp;leftHandX;leftHandY;leftHandZ;rightHandX;rightHandY;rightHandZ
1/26/2025 6:39:05 PM;-0.695;1.791;2.536;-0.695;1.791;2.536
1/26/2025 6:39:07 PM;-0.695;1.791;2.536;-0.695;1.791;2.536
1/26/2025 6:39:08 PM;-1.3925;1.263465;1.965815;-0.9704401;1.219932;1.827376
1/26/2025 6:39:11 PM;-0.695;1.791;2.536;-0.695;1.791;2.536
1/26/2025 6:39:12 PM;-1.277752;1.542557;2.437531;-1.368677;1.536306;2.142141
1/26/2025 6:39:13 PM;-1.290355;1.543007;2.471374;-1.341699;1.526866;2.094398
1/26/2025 6:39:14 PM;-0.1976616;1.410629;2.823039;-0.2281597;1.406241;2.388504
1/26/2025 6:39:15 PM;-0.2862701;1.357875;2.883249;-0.2730877;1.425891;2.372624
1/26/2025 6:39:16 PM;-0.5401992;0.9184923;2.859739;-0.4981167;1.050052;2.319148
1/26/2025 6:39:17 PM;-0.535779;0.9084598;2.864318;-0.4535803;1.008573;2.310439
1/26/2025 6:39:18 PM;-0.4056785;0.9529852;2.888776;-0.428535;1.005615;2.276347
1/26/2025 6:39:19 PM;-0.3443852;0.9631766;2.882924;-0.3534683;0.9894073;2.29005
1/26/2025 6:39:20 PM;-0.2692102;0.9489026;2.870228;-0.2266419;0.986178;2.291818
1/26/2025 6:39:21 PM;-0.2688746;0.9352317;2.846901;-0.238818;0.9744767;2.301192
1/26/2025 6:39:22 PM;-0.2622171;0.9114613;2.854563;-0.1877901;1.38173;2.472763
1/26/2025 6:39:23 PM;-0.2645972;0.9114214;2.855228;-0.1680199;1.354562;2.464423
1/26/2025 6:39:24 PM;-0.2629931;0.9082524;2.856688;-0.1854588;1.36847;2.454105
1/26/2025 6:39:25 PM;-0.2331144;0.8770086;2.853256;-0.1288015;1.338044;2.457814
1/26/2025 6:39:26 PM;-0.2302231;0.8661136;2.856761;-0.3013893;1.094719;2.246993
1/26/2025 6:39:27 PM;-0.241689;0.8722036;2.848603;-0.2683719;1.010964;2.265027
1/26/2025 6:39:28 PM;-0.2269563;0.8936582;2.846531;-0.1801594;1.000919;2.288787
1/26/2025 6:39:29 PM;-0.1397122;0.9555134;2.783597;-0.072972;1.015195;2.343418
1/26/2025 6:39:30 PM;-0.06964427;0.9648636;2.754487;-0.04483169;1.00278;2.342223
1/26/2025 6:39:31 PM;-0.06435186;0.9348119;2.752652;-0.0300433;0.9731081;2.331749
1/26/2025 6:39:32 PM;-0.1843987;0.8526103;2.845741;-0.08932024;0.8980547;2.263641
1/26/2025 6:39:33 PM;-0.2701261;0.8440918;2.869706;-0.09195679;0.8942439;2.26333
1/26/2025 6:39:34 PM;-0.2590867;0.8419237;2.85991;-0.08459467;0.8886233;2.264704
1/26/2025 6:39:35 PM;-0.2592551;0.8444162;2.862086;-0.08633453;0.8952813;2.26324
1/26/2025 6:39:36 PM;-0.2914733;0.9030096;2.866025;-0.1072944;0.8984032;2.249308
1/26/2025 6:39:37 PM;-0.3495177;1.150767;2.742016;-0.2826583;1.170063;2.334971
1/26/2025 6:39:38 PM;-0.3726305;1.103201;2.722587;-0.2506204;1.109088;2.382065
1/26/2025 6:39:39 PM;-0.3689588;1.085433;2.729712;-0.2669512;1.090398;2.393197
