scene; time;comfort;INV1;REAL1;SP4;REAL2;REAL3;SP3;INV2;G1;SP1;SP5;INV3;REAL4;SP2;INV4
0;1/16/2025 5:09:39 PM;4;1;2;1;2;1;2;1;2;1;2;1;2;1;2
