scene; time;comfort;INV1;REAL1;SP4;REAL2;REAL3;SP3;INV2;G1;SP1;SP5;INV3;REAL4;SP2;INV4
0;1/24/2025 12:33:53 AM;6;-1;-1;0;1;1;-1;3;-2;0;0;1;2;2;2
scene; time;comfort;INV1;REAL1;SP4;REAL2;REAL3;SP3;INV2;G1;SP1;SP5;INV3;REAL4;SP2;INV4
0;1/24/2025 12:34:47 AM;5;-1;-1;0;1;1;-1;3;-2;0;0;1;2;2;0
