phase; time;comfort;"INV1;REAL1;SP3;REAL2;REAL3;SP2;G1;SP1;INV2;
0;1/26/2025 6:12:40 PM;3;2;-1;1;2;-2;3;0;-1;2;0
phase; time;comfort;"INV1;REAL1;SP3;REAL2;REAL3;SP2;G1;SP1;INV2;
1;1/26/2025 6:13:37 PM;5;2;-2;2;3;-2;0;2;3;-1;0
