scene; time;comfort;INV1;REAL1;SP4;REAL2;REAL3;SP3;INV2;G1;SP1;SP5;INV3;REAL4;SP2;INV4
0;1/23/2025 9:11:02 PM;3;0;1;1;2;1;2;2;2;2;1;1;1;1;1
