timestamp;leftHandX;leftHandY;leftHandZ;rightHandX;rightHandY;rightHandZ
1/24/2025 6:35:30 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:33 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:33 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:33 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:34 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:34 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:34 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:34 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:34 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:34 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:34 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:34 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:34 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:34 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:34 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:34 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:34 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:34 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:34 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:34 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:34 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:34 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:35 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:35 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:35 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:35 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:35 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:35 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:35 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:35 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:35 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:35 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
1/24/2025 6:35:35 PM;-0.695;1.463;2.536;-0.695;1.463;2.536
