timestamp;leftHandX;leftHandY;leftHandZ;rightHandX;rightHandY;rightHandZ
1/26/2025 4:21:55 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/26/2025 4:21:57 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/26/2025 4:21:58 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/26/2025 4:21:59 PM;-1.23584;1.125762;2.741734;-0.695;1.728;2.536
1/26/2025 4:22:00 PM;-1.083829;0.8050461;2.745108;-1.005178;1.355933;2.429466
1/26/2025 4:22:01 PM;-0.1531739;0.599161;2.726251;-0.04928428;1.15753;2.414499
1/26/2025 4:22:02 PM;-0.5410824;0.6761144;2.735271;-0.2863899;1.201123;2.332043
1/26/2025 4:22:03 PM;-0.543108;0.6608568;2.735059;-0.1816522;1.117982;2.392988
1/26/2025 4:22:04 PM;-0.5438825;0.6797627;2.727406;-0.1904313;1.141057;2.405475
1/26/2025 4:22:05 PM;-0.6295786;0.7855263;2.73173;-0.6302273;1.157368;2.144113
1/26/2025 4:22:06 PM;-0.2796162;1.10844;3.079941;-0.2721783;1.094285;1.978161
1/26/2025 4:22:07 PM;-0.2464428;1.076729;3.078665;-0.2086329;1.108443;2.003808
1/26/2025 4:22:08 PM;-0.19934;1.137937;3.099695;-0.2204279;1.133862;2.003939
1/26/2025 4:22:09 PM;-0.1995797;1.140654;3.107449;-0.1881024;1.138765;1.984717
1/26/2025 4:22:10 PM;-0.2032352;1.147559;3.098096;-0.1773441;1.124245;1.980737
1/26/2025 4:22:11 PM;-0.2073107;1.154285;3.091301;-0.1609083;1.094402;1.968039
1/26/2025 4:22:12 PM;-0.1896105;1.126462;3.102378;-0.1499525;1.107447;1.952415
1/26/2025 4:22:13 PM;-0.1750073;1.140079;3.124323;-0.13382;1.108927;1.978375
1/26/2025 4:22:14 PM;-0.1552298;1.137769;3.114022;-0.1129755;1.11962;1.976114
1/26/2025 4:22:15 PM;-0.1575684;1.135626;3.119936;-0.1192986;1.108436;1.971616
1/26/2025 4:22:16 PM;-0.1559051;1.130901;3.113245;-0.1153882;1.105401;1.967167
1/26/2025 4:22:17 PM;-0.1630018;1.141591;3.122553;-0.1079286;1.11188;1.96988
1/26/2025 4:22:18 PM;-0.1660006;1.139108;3.103963;-0.1129093;1.099162;1.967248
1/26/2025 4:22:19 PM;-0.1641459;1.138293;3.109666;-0.1207975;1.117651;1.977883
1/26/2025 4:22:20 PM;-0.2153083;1.130261;3.119171;-0.1455884;1.112305;1.970133
1/26/2025 4:22:21 PM;-0.531584;1.096628;2.968557;-0.481735;1.123282;2.194724
1/26/2025 4:22:22 PM;-0.5807837;0.6090437;2.836596;-0.1150095;1.188836;2.422675
1/26/2025 4:22:23 PM;-0.5941961;0.6072915;2.829727;-0.3835512;1.178406;2.228006
1/26/2025 4:22:24 PM;-0.695;1.728;2.536;0.05170172;2.088985;3.000149
1/26/2025 4:22:25 PM;-0.695;1.728;2.536;-0.3187019;1.272901;2.535761
1/26/2025 4:22:26 PM;-0.695;1.728;2.536;-0.3074712;1.279161;2.464298
1/26/2025 4:22:27 PM;-0.695;1.728;2.536;-0.2988602;1.20884;2.441297
1/26/2025 4:22:28 PM;-0.695;1.728;2.536;-0.2864701;1.180215;2.440638
1/26/2025 4:22:29 PM;-0.695;1.728;2.536;-0.3030139;1.195896;2.436785
1/26/2025 4:22:30 PM;-0.695;1.728;2.536;-0.2962715;1.176869;2.436624
1/26/2025 4:22:31 PM;-0.695;1.728;2.536;-0.3061262;1.183804;2.450655
1/26/2025 4:22:32 PM;-0.695;1.728;2.536;-0.2990768;1.170118;2.450893
1/26/2025 4:22:33 PM;-0.695;1.728;2.536;-0.30942;1.183952;2.444378
1/26/2025 4:22:34 PM;-0.695;1.728;2.536;-0.3015362;1.166273;2.445793
1/26/2025 4:22:35 PM;-0.695;1.728;2.536;-0.3015604;1.164172;2.442681
1/26/2025 4:22:36 PM;-0.695;1.728;2.536;-0.3019188;1.162544;2.438867
1/26/2025 4:22:37 PM;-0.695;1.728;2.536;-0.3109383;1.176586;2.420314
1/26/2025 4:22:38 PM;-0.695;1.728;2.536;-0.3163983;1.175288;2.447222
1/26/2025 4:22:39 PM;-0.695;1.728;2.536;-0.3146906;1.168404;2.467525
1/26/2025 4:22:40 PM;-0.695;1.728;2.536;-0.318763;1.164297;2.48111
1/26/2025 4:22:41 PM;-0.695;1.728;2.536;-0.3149652;1.154259;2.478678
