scene; time;comfort;INV1;REAL1;SP4;REAL2;REAL3;SP3;INV2;G1;SP1;SP5;INV3;REAL4;SP2;INV4
0;1/24/2025 12:49:50 AM;2;3;0;1;2;2;2;2;2;2;2;2;2;2;3
scene; time;comfort;INV1;REAL1;SP4;REAL2;REAL3;SP3;INV2;G1;SP1;SP5;INV3;REAL4;SP2;INV4
0;1/24/2025 12:50:30 AM;2;3;0;1;2;2;2;2;2;2;2;2;2;2;3
