phase; time;comfort;"INV1;REAL1;SP3;REAL2;REAL3;SP2;G1;SP1;INV2;
0;1/24/2025 9:11:37 PM;3;1;0;2;2;2;-2;0;1;2;3
phase; time;comfort;"INV1;REAL1;SP3;REAL2;REAL3;SP2;G1;SP1;INV2;
1;1/24/2025 9:12:40 PM;3;2;3;-2;2;1;3;2;3;0;2
