timestamp;leftHandX;leftHandY;leftHandZ;rightHandX;rightHandY;rightHandZ
1/24/2025 9:22:13 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:15 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:15 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:15 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:15 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:15 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:15 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:15 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:15 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:15 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:16 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:16 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:16 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:16 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:16 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:16 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:16 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:16 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:16 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:16 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:16 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:16 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
1/24/2025 9:22:16 PM;-0.695;1.728;2.536;-0.695;1.728;2.536
