phase; time;comfort;"INV1;REAL1;SP3;REAL2;REAL3;SP2;G1;SP1;INV2;
1;1/24/2025 8:54:52 PM;5;-2;3;2;1;3;-2;0;1;2;2
phase; time;comfort;"INV1;REAL1;SP3;REAL2;REAL3;SP2;G1;SP1;INV2;
2;1/24/2025 8:55:50 PM;3;2;-1;-2;3;1;0;-2;2;3;-2
